11,"You enjoy how smoking punctuates your day, but it makes you feel more tired than you would otherwise. You're not interested in making changes to your smoking habit, but you expect to feel better about yourself if you do. You realize that it is important for you to quit smoking, but you don't want to at the moment and may do so in the future.",1,1
12,"You enjoy the feeling of relaxation that smoking provides, but dislike the fact that cigarettes are addictive and the financial cost. You would like to stop feeling like you have to smoke in certain circumstances, such as when you are out drinking with friends. You want to be more relaxed and less stressed when making this change in your smoking habit. To make this change, you need to be comfortable being out with your friends without cigarettes, and will try to do this by making it a point to go out alone.",1,1
13,"You like the feeling of anti-stress that smoking gives you, but dislike the smell. You would like to smoke less, but are not sure how to go about it. You need to be motivated to make this change.",1,0
14,"You enjoy the feeling of being relaxed after a cigarette, but dislike the way cigarette smoke smells. You realize that smoking is costly and you would like to reduce or stop it, believing making this change will improve your financial situation. To take steps to make this change, you realize that if you quit smoking now, you'll be surprised by how much you're spending over the next year.",0,0
15,"You enjoy the feeling of relaxation that smoking provides, but dislike that it causes health problems. You want to quit smoking completely and realize that by doing so, you will be healthier and less likely to rely on cigarettes. To make this change, you will need to cut down on smoking with a goal to eventually quit completely.",1,1
16,"You enjoy the feeling of inhaling cigarette smoke then letting it go, but you also spend a lot of money on cigarettes. You want to reduce the number of cigarettes you smoke from 10 to 5 cigarettes per day. You believe that by making changes to your smoking habit, the appearance of health will improve. You want to make this change and you believe you will succeed with a combination of willpower and desire to achieve it.",1,1
17,"You let the bot know that you like smoking for the feeling and because you think it's cool. You also mentioned that the thing you like least about smoking is that it's expensive for you and you smell bad. You said that you would like to smoke less cigarettes per day and to stop smoking and start vaping. You mentioned that you would probably feel a little better when you have made the change in your smoking habit. Lastly, you said that the steps you need to take to make the change is to try smoking less and less each day until you reach a point where you're ok with how much you smoke. The bot thanked you for the conversation and said it was really helpful.",0,0
18,"You find that smoking is an enjoyable social activity, but hate that your cigarette leaves a bitter taste in your mouth. You want to stop smoking so much when you are drinking alcohol and realize that making changes will require self-control. You would like to stop smoking so that you don't wake up with a bitter taste in your mouth and feel bad, and understand that cutting back on smoking can reduce the amount of negative effects on your health.",1,1
19,"You enjoy the way smoking relaxes you, but dislike the smell of cigarettes. You want to stop smoking, believing that by making this change, you will feel better physically and mentally. To make this change, you would like to gradually reduce the amount of cigarettes you smoke.",1,1
0,"You realize that smoking is harmful to your health and that making changes will require your willpower. You discuss with the other person what you like and dislike about smoking, what you want to change, what the change will look like, and what steps you need to take to make the change.",0,0
1,"You asked what the other person liked most about smoking, and they replied that they enjoyed the feeling and the physical act. You then asked what they liked least about smoking, and they replied the smell. When you asked what they would like to change about their smoking habit, they replied nothing. You suggested that they should quit smoking completely, but they said they did not want to make a change. You suggested that making the change would require discipline and persistence, and asked what steps they would take to make the change. They replied that if they wanted to smoke less, they would try to keep themselves busy in other ways.",0,0
2,"You enjoy the stress relief that smoking provides, but you are aware of the health risks associated with it. You would like to stop smoking among your friends, and you plan to do so by taking nicotine tablets as a form of nicotine replacement therapy (NRT).",1,1
3,"You were having a conversation with someone about smoking and the changes that needed to be made in order to stop. You mentioned that you enjoyed the smell of cigarettes but disliked the coughing that came with it. You wanted to stop smoking altogether and were looking for a replacement habit, as you believed your current one was causing harm. The steps needed to make this change included finding a substitute smoking habit.",0,1
4,"""You are having a conversation with yourself about smoking and the changes you would like to make. You enjoy the flavor and relaxation of smoking, but you are concerned about the health damage. You would like to reduce the number of cigarettes you smoke, believing that this will lead to better health and odor. You understand that making this change will require discipline.",0,1
5,"You are having a conversation about smoking and the changes you would like to make to your smoking habit. You enjoy the flavor and relaxation that smoking provides, but you are concerned about the health damage it causes. You would like to reduce the number of cigarettes you smoke, believing that this will lead to better health and odor. You understand that making this change will require discipline.",0,1
6,"You were having a conversation with someone about their smoking habit. You enjoy combining smoking and cannabis, but you are aware of the health implications. You would like to change the amount you smoke and you believe that by doing so, you can improve your overall health. To make this change, you plan to slowly reduce the amount of cigarettes you smoke daily.",0,1
7,"You liked the relaxation that smoking provided, but disliked the addiction. You wanted to reduce the number of cigarettes you smoked per day, and planned to do so by smoking in the morning and at night. The conversation was about your changes and how you wanted to make them.",0,1
8,"You discussed your likes and dislikes about smoking with another person, and the changes you wanted to make. You wanted to reduce your smoking gradually and quit altogether, believing that it would improve your life. To do this, you need to create a detailed plan with an exact number of cigarettes you are allowed to smoke each day.",0,1
9,"You enjoy the habit of smoking, but dislike the health consequences. You want to quit smoking completely and are willing to put in the effort to do so. To make this change, you need to find other ways to cope with your smoking habit, such as stopping smoking on nights out.",1,0
10,"You enjoy the feeling of happiness you get from smoking, but you dislike the smell it leaves in your clothes. You want to reduce your consumption and believe that making changes to your smoking habit will bring you happiness. The steps you need to take to make this change are to reduce your consumption and then definitively cut.",1,0
11,"You enjoy how smoking punctuates your day, but you suspect it makes you feel more tired than you would without it. You are not interested in making changes to your smoking habit, but you expect to feel better about yourself if you do. You understand that quitting smoking is the step you need to take to make this change, but you don't want to do it at the moment.",1,1
12,"You like the feeling of relaxation that smoking provides, but you dislike the addiction and financial cost. You feel pressured into smoking when out with certain friends, and you plan to make it a point to go out with friends who don't smoke more often. This will help you become more comfortable with not smoking when out with friends.",1,1
13,"You liked the feeling of anti-stress that smoking gave you, but you disliked the smell. You wanted to smoke less, but you weren't sure how that would look. The final step you needed to take was to be motivated to make the change.",1,1
14,"You enjoy the feeling of relaxation after a cigarette, but you dislike the smell of cigarette smoke. You would like to reduce or stop smoking in order to save money, and you plan to calculate the yearly cost of smoking in order to shock yourself into quitting.",1,1
15,"You were having a conversation with yourself about smoking and the changes you wanted to make in your smoking habit. You discussed the things you liked and disliked about smoking, and expressed your desire to quit completely. You discussed what it would look like when you had made this change, and the steps you needed to take to make it happen, which was to cut down on smoking with a goal to eventually quit completely.",0,1
16,"You enjoy the feeling of inhaling cigarette smoke and letting it go, but dislike spending a lot of money on cigarettes. You want to reduce the number of cigarettes you smoke from 10 to 5 per day, believing that this will improve your health. To make this change, you need to have the will and desire to achieve it.",1,0
17,"You expressed that you liked the feeling of smoking and thought it was cool, but disliked that it was expensive and made you smell bad. You wanted to change your habit by smoking less cigarettes per day and potentially switching to vaping. To make this change, you planned to reduce the amount of cigarettes you smoked each day until you were comfortable with the amount.",1,1
18,"You discussed your smoking habit with another person. You talked about the things you liked and disliked about smoking, as well as the consequences of smoking. You wanted to stop smoking so much when you were drinking alcohol, and you realized that making this change would require self-discipline and self-control.",0,1
19,"You were having a conversation about smoking habits. You mentioned that you enjoy the feeling of relaxation after smoking, but dislike the smell. You want to quit and believe that by doing so, you will feel better physically and mentally. The steps you need to take to make this change is to gradually reduce the amount of cigarettes you smoke.",0,0
0,"You were having a conversation with yourself about smoking and the changes you wanted to make. You discussed the things you liked and disliked about smoking, the change you wanted to make, and the steps you needed to take to make the change. You wanted to quit smoking and recognized that it would require willpower to make the change. You also realized that quitting smoking would improve your health and appearance.",0,1
1,"You enjoy the feeling and physical act of smoking, but you dislike the smell. You do not want to make any changes to your smoking habit, but you realize that it will require discipline and persistence. To make the change, you suggest keeping yourself busy in other ways.",1,1
2,"You enjoy the stress relief that smoking provides, but you are aware of the health risks associated with it. You would like to stop smoking among your friends and replace smoking with nicotine replacement therapy (NRT). To make this change, you will need to take nicotine tablets.",0,0
3,You were having a conversation about smoking and the changes you need to make in order to stop. You mentioned that you enjoy the smell of cigarettes but dislike the coughing it causes. You want to stop smoking altogether and don't know what to replace it with. The steps you need to take to make this change include finding a substitute smoking habit and recognizing that your current one is causing harm.,0,1
4,"You are having a conversation with yourself about smoking and the changes you would like to make. You enjoy the flavor and relaxation that smoking provides, but you are concerned about the health damage it causes. You would like to reduce the number of cigarettes you smoke, believing that this will lead to better health and odor. You understand that making this change will require discipline.",0,1
5,"You discussed the pros and cons of smoking with them, and you all concluded that reducing the number of cigarettes smoked would lead to improved health and smell. You identified that the steps needed to make this change would require discipline.",0,1
6,"You were having a conversation with someone about their smoking habit. You enjoy combining smoking with cannabis, but you are aware of the health implications of smoking. You want to change your smoking habit by reducing the amount you smoke, in order to improve your overall health. To make this change, you plan to slowly reduce the amount of cigarettes you smoke daily.",0,1
7,"You like the feeling of relaxation and taking short breaks at work, but dislike being addicted to smoking. You want to reduce the number of cigarettes you smoke per day, and plan to do this by smoking in the morning and at night.",1,1
8,"You like the feeling that smoking gives you, but you dislike that it is bad for your health. You want to reduce your smoking habit and quit eventually, believing that it will improve your life. To make this change, you need to create a detailed plan with the exact number of cigarettes you are allowed to smoke each day.",0,0
9,"You enjoy the habit of smoking, but you dislike the health consequences. You want to quit smoking completely and you are willing to put in the effort to do so. To make this change, you need to find other ways to cope with your smoking habit, such as not smoking on nights out.",1,1
10,"You enjoyed the conversation about your likes and dislikes about smoking, and what changes you would like to make to your smoking habit. You enjoy feeling happy when you smoke, but you dislike the smell in your clothes. You want to reduce your consumption, believing that it will bring you happiness. You realize that tobacco use is a habit and you need to take steps to reduce it, such as reducing and then definitively cutting.",0,1
11,"You focused the conversation on your smoking habit. You discussed what you liked and disliked about smoking, and expressed that you did not want to make any changes to your smoking habit. You also discussed the potential benefits of quitting smoking, but you stated that you did not want to take the steps to quit at the moment.",1,1
12,"You enjoy the feeling of relaxation that smoking provides, but you dislike the addiction and financial cost. You would like to stop feeling like you have to smoke in certain circumstances, such as when you are out drinking with friends. To make this change, you need to get more comfortable being out with friends without cigarettes, and you will try to do this by making it a point to go out alone.",1,1
13,"You like the feeling of anti-stress that smoking gives you, but you dislike the smell. You want to smoke less, but you aren't sure how that would look. The final step you need to take is to be motivated to make the change.",1,0
14,"You enjoy the feeling of relaxation after smoking, but you dislike the smell. You would like to reduce or stop smoking in order to save money, and you believe that knowing how much you are spending on cigarettes each year will help you to quit.",1,1
15,"You are having a conversation about smoking and the changes you want to make. You express that you like the feeling of relaxation that smoking provides, but dislike that it is bad for your health. You want to quit smoking completely and realize that by making this change, you will be healthier and less likely to rely on cigarettes. To make this change, you need to cut down on smoking with a goal to eventually quit completely.",0,0
16,"You enjoy the feeling of inhaling cigarette smoke then letting it go, but you spend a lot of money on cigarettes. You want to reduce the number of cigarettes you smoke from 10 to 5 cigarettes per day, believing that this will improve your health. To make this change, you need to have the will and desire to achieve it.",1,0
17,"You like the feeling of smoking and think it's cool, but you dislike that it is expensive and makes you smell bad. You would like to reduce the amount of cigarettes you smoke to a maximum of 5 per day and potentially switch to vaping. You are unsure of how you will feel when you make this change, but you plan to reduce the amount of cigarettes you smoke gradually until you are comfortable with the amount.",1,1
18,"You find that smoking is an enjoyable social activity, but you dislike the bitter taste it leaves in your mouth. You want to stop smoking so much when you are drinking alcohol. You realize that making changes will require self-control in order to reduce the negative effects on your health.",1,1
19,"You enjoy the feeling of relaxation that smoking provides, but you dislike the smell. You would like to quit smoking and believe that by doing so, you will feel better physically and mentally. To make this change, you plan to gradually reduce the amount of cigarettes you smoke.",1,1
0,"You enjoy the way smoking calms you and dislike the smell of cigarettes. You want to make a conscious choice to quit smoking, realizing that smoking is harmful to your health and you are determined to make changes to improve your appearance. You realize that making changes will require your willpower. This conversation was really helpful.",0,1
1,"You enjoy the feeling of smoking and the physical act of it, but dislike the smell. You don't want to make any changes to your smoking habit, but realize that it will require discipline and persistence. You understand that making the change also means staying busy in other ways. This conversation was helpful for you.",0,1
2,You enjoy the relief that smoking provides you and are aware of the health risks associated with smoking. You would like to stop smoking among your friends and will stop smoking completely. You realize that you need to replace smoking with nicotine replacement therapy (NRT). This conversation was helpful to you and gave you a better understanding of the steps you need to take to make this change.,0,0
3,You enjoy the smell of cigarettes and dislike how it makes you breathe and how unpleasant it is to have a cough. You want to stop smoking altogether and don't know how you will replace smoking with something else. You want a substitute smoking habit and you believe that your current one is causing harm. You understand what is being said throughout this conversation and it is helpful.,0,0
4,"You enjoy the taste of tobacco and are looking for ways to relax. You are concerned about the health effects of smoking and would like to reduce the number of cigarettes you smoke. You believe that by making changes to your smoking habit, you will be able to improve your health and smell. You realize that making this change will require discipline. You confirm that all of this makes sense to you.",0,1
5,"You enjoy the taste of tobacco and are looking for ways to relax. You are concerned about the health effects of smoking. You'd like to reduce the number of cigarettes you smoke. You believe that by making changes to your smoking habit, you will be able to improve your health and smell. You realize that making this change will require discipline. This conversation was helpful in understanding your feelings towards smoking and what you would like to change.",0,1
6,"""You enjoy mixing your smoking and cannabis habit together and are aware that smoking causes serious health problems and you worry about the effect of this habit on your own health. You would like to reduce the amount of cigarettes you smoke in order to live a healthier life. You believe that by making this change, you can improve your overall health and physical health. You realize that decreasing the amount of cigarettes you smoke daily will help you quit smoking. This conversation was really helpful.",0,1
7,You enjoy relaxing by smoking cigarettes and are aware that cigarettes can cause addiction. You want to reduce the number of cigarettes you smoke per day and plan to smoke in the morning and at night. This conversation was helpful to you.,0,1
8,You like the feeling that smoking gives you and dislike the fact that it is bad for your health. You want to gradually reduce the number of cigarettes you smoke and believe that by doing so your life will improve. You understand that you will need to make changes in your smoking habit and have created a detailed plan with an exact number of cigarettes you are allowed to smoke each day.,1,1
9,"You enjoy the fact that smoking helps you cope with stressful situations and dislike the health effects of smoking. You want to quit smoking completely and realize that quitting smoking is a long process, but are not willing to put in the effort. You will need to find other ways to cope with your smoking habit and stop smoking on nights out mostly.",1,0
10,You enjoy feeling happy when you smoke and are aware of how unpleasant cigarettes can be and how it bothers you. You want to reduce the amount of cigarettes you smoke and believe making changes to your smoking habit will bring you happiness. You realize that tobacco use is a habit and you will need to make changes at first and need to take steps to reduce your tobacco use. This conversation was helpful for you.,0,1
11,"You enjoy how smoking fills up your free time and suspect it makes you feel more tired than you would feel if you didn't smoke. You're not interested in making changes to your smoking habit and understand that it is important for you to quit smoking, but you don't want to at the moment. You appreciate the conversation and find it helpful.",0,1
12,"You enjoy the feeling of relaxation that smoking provides and dislike the fact that cigarettes are addictive and the financial cost of smoking. You realize that sometimes, smoking can be an integral part of social gatherings and that you often feel pressured into smoking by those around you. You will be more relaxed and less stressed when making this change in your smoking habit. You need to be comfortable being out with your friends without cigarettes, and you will try to do this by making it a point to go out alone and with different friends and making yourself not smoke when you are with friends who are smoking.",0,1
13,"You are discussing your smoking habit with the bot. You like the feeling it gives you of anti-stress, but dislike the smell. You want to smoke less and need to be motivated to make this change. The bot's responses make sense to you and you appreciate the conversation.",0,1
14,"1You enjoy the feeling of being relaxed after a cigarette and dislike the way cigarette smoke smells. You realize that smoking is costly and you would like to reduce or stop it to improve your financial situation. You believe that if you quit smoking now, you'll be surprised by how much you're spending over the next year. The conversation was helpful and you asked the bot what its name was.",0,1
15,"You enjoy the feeling of relaxation that smoking provides and dislike that it causes health problems. You want to quit smoking completely and realize that by making this change, you will be healthier and less likely to rely on cigarettes. You will need to cut down on smoking in order to be successful.",1,1
16,"You enjoy the feeling of inhaling cigarette smoke then letting it go and you spend a lot of money on cigarettes. You want to reduce the number of cigarettes you smoke from 10 to 5 cigarettes per day and you believe that by making changes to your smoking habit, the appearance of health will improve. You want to make this change and you believe you will succeed. This conversation was really helpful.",1,1
17,"You enjoy the feeling of smoking itself, as well as the social aspects of it, but you dislike how expensive cigarettes are and you don't like how they make you smell. You want to reduce the amount of cigarettes you smoke each day, until you reach a point where you are comfortable with how much you smoke. You are unsure how much you will feel better but you think you will feel better in the long run. You need to reduce the amount of cigarettes you smoke as your habit increases.",1,0
18,"You find that smoking is an enjoyable social activity, but you hate that it leaves a bitter taste in your mouth. You want to stop smoking so much when you are drinking alcohol. You realize that as a smoker, you tend to spend time thinking about the consequences of smoking and that by cutting back on smoking, you can reduce the amount of negative effects on your health. You also realize that making changes will require self-control.",1,1
19,"You enjoy the way smoking relaxes you and dislike the smell of cigarettes. You want to stop smoking and believe that by making this change, you will feel better physically and mentally. You would like to gradually reduce the amount of cigarettes you smoke. This conversation was really helpful.",0,1
0,"You were discussing your smoking habits with the bot. The bot asked you about the things you liked and disliked about smoking, and you replied that you enjoyed how smoking relaxes you but dislike the smell. The bot then asked you about what you would like to change about your smoking habit, and you replied that you would like to quit smoking. The bot asked you finally what it will look like when you have made this change in your smoking habit, and you replied that you will look more healthy. The bot asked you finally what steps you need to take to make this change, and you replied that you will need willpower.",0,1
1,You enjoy smoking because it relaxes you and you enjoy the physical act. You dislike the smell of cigarettes. You want to quit smoking completely. You realize that it will require discipline and persistence to make this change. You plan to try and keep yourself busy in other ways to help you smoke less.,1,1
2,You would like to stop smoking completely and are planning to take nicotine tablets as a replacement therapy.,1,1
3,You and the bot are discussing your smoking habit. You express that you enjoy the smell of cigarettes but dislike how it makes you cough. You want to change your smoking habit but do not know how you will replace it. The bot suggests that you find a substitute smoking habit.,0,1
4,"You enjoy smoking for the flavor and relaxation, but you are concerned about the health effects. You would like to reduce the number of cigarettes you smoke and improve your health and smell. To make this change, you will need discipline.",1,1
5,"You enjoy the taste of tobacco and the relaxation smoking gives you, but you are concerned about the health effects. You would like to reduce the number of cigarettes you smoke. You believe that by making changes to your smoking habit, you will be able to improve your health and smell. The bot says that making this change will require discipline.",0,1
6,"You enjoy smoking because it can be combined with cannabis. However, you also don't like the health implications of smoking. You would like to change the amount that you smoke. You believe that by making this change, you can improve your overall health. Your plan to make this change is to slowly reduce the amount of cigarettes that you smoke.",1,1
7,"You and the bot are discussing your smoking habits. You would like to change your smoking habits by smoking less cigarettes per day. To do this, you will smoke in the morning and evening.",0,0
8,You need to create a plan and stick to it.,0,0
9,You would like to stop smoking completely and realize that it is a long process. You are willing to put in the effort to find other ways to cope with your smoking habit.,1,1
10,You will need to cut back on the number of cigarettes you smoke each day in order to reduce your tobacco use.,1,0
11,You like how smoking fills up your free time but you don't like how it makes you feel more tired. There is nothing you would like to change. You will feel better about yourself. You need to stop smoking.,1,0
12,"You and the bot discuss your smoking habits. You express that you enjoy the feeling of relaxation that smoking provides, but dislike the addiction and financial cost of smoking. You would like to change your smoking habit by being more relaxed and less stressed when around friends who smoke. The bot offers advice by suggesting that you make it a point to go out with friends who don't smoke more often.",0,1
13,"You like smoking because it helps you deal with stress, but you dislike the smell. You want to smoke less, but you are not sure how to make that change. You need to be motivated to make the change.",1,0
14,You like the relaxation but dislike the smell. You would like to change the cost of cigarettes. You will have more money. You need to work out what the yearly cost is.,0,0
15,You would like to quit smoking completely and recognize that you need to cut down on smoking in order to be successful.,1,1
16,"You like the feeling of inhaling cigarette smoke and then letting it go, but you don't like how much money you spend on cigarettes. You want to change your smoking habit by reducing the number of cigarettes you smoke from 10 to 5 cigarettes per day. You believe that by making changes to your smoking habit, the appearance of your health will improve. Finally, you say that you will need willpower and desire to achieve your goal.",1,1
17,You tell the bot that you want to smoke less and eventually stop smoking altogether. The bot thanks you for the conversation and expresses that it was helpful.,0,1
18,"You are discussing your smoking habits. You say that you enjoy smoking because it is a social activity, but you don't like the taste that it leaves in your mouth. You want to stop smoking so much when you are drunk. I tell you that you will need to have self-control in order to make this change.",0,0
19,"In this text message conversation, you are discussing your smoking habits with a bot. The bot asks you about your favorite and least favorite aspects of smoking, and you respond that you enjoy the feeling of relaxation smoking gives you but dislike the smell. The bot then asks you what change you would like to make to your smoking habit, and you say that you would like to quit. The bot asks you what you believe the benefits of making this change will be, and you say that you will feel better. The bot asks you for your plan to make this change, and you say that you will progressively smoke less.",0,1
